<doc id="edoc_wd_1773-11-13" attrs="word" year="1773" month="11" day="13" corpus="1">
<head id="hl1">
Lißabon	w29
Testamentum	w13749
instituirten	w13750
Universaler=ben	w13751
<g/>
=
eingeantwortet	w13753
<g/>
,
auch	w13755
sonsten	w13756
ex	w13757
Officio	w13758
vor=gekehret	w13759
<g/>
=
werden	w13761
wurde	w13762
<g/>
,
was	w13764
Rechtens	w13765
ist	w13766
<g/>
,
wor=nach	w13768
<g/>
=
sich	w13770
also	w13771
ein	w13772
jeder	w13773
zu	w13774
richten	w13775
wissen	w13776
wird	w13777
<g/>
.
Wien	w13779
den	w13780
20	w13781
<g/>
.
Octob	w13783
<g/>
.
1773	w13785
<g/>
.
</p>
<p id="p190">
Den	w13787
17	w13788
<g/>
.
dies	w13790
werden	w13791
von	w13792
Seiten	w13793
des	w13794
kais	w13795
<g/>
.
auch	w13797
k	w13798
<g/>
.
k	w13800
<g/>
.
Obersthofmarschallenamt	w13802
auf	w13803
den	w13804
Salzgrieß	w13805
im	w13806
Mauermeisterischen	w13807
Haus	w13808
Nro	w13809
<g/>
.
344	w13811
<g/>
.
in	w13813
3ten	w13814
Stock	w13815
verschiedene	w13816
Verlassenschaftseffekten	w13817
als	w13818
gol=dene	w13819
<g/>
=
Sackuhren	w13821
<g/>
,
Brillantgeschmuck	w13823
<g/>
,
gold	w13825
und	w13826
sil=berne	w13827
<g/>
=
Denkmünzen	w13829
<g/>
,
silberner	w13831
Eßzeug	w13832
<g/>
,
bordirt	w13834
und	w13835
glatt	w13836
tüchen	w13837
und	w13838
zeugene	w13839
Mannskleider	w13840
<g/>
,
Wäsche	w13842
<g/>
,
damastene	w13844
Tischzeuge	w13845
<g/>
,
schon	w13847
fournirte	w13848
Kästen	w13849
und	w13850
Tisehe	w13851
<g/>
,
Spiegeln	w13853
<g/>
,
ein	w13855
Flüg	w13856
<g/>
,
und	w13858
zerschiedene	w13859
mu=sikalische	w13860
<g/>
=
Jnstrumenten	w13862
<g/>
,
damastene	w13864
Soffen	w13865
und	w13866
Seffeln	w13867
<g/>
,
eine	w13869
schöne	w13870
Stockuhr	w13871
<g/>
,
gemahlene	w13873
Bil=der	w13874
<g/>
=
und	w13876
Kupferstiche	w13877
<g/>
,
Spallier	w13879
<g/>
,
Bettgewand	w13881
Zinn	w13882
<g/>
,
Meßing	w13884
<g/>
=
und	w13886
Kupfergeschirr	w13887
<g/>
,
ein	w13889
neuer	w13890
viersitziger	w13891
Stadtwagen	w13892
<g/>
,
Vormittag	w13894
von	w13895
9	w13896
bis	w13897
12	w13898
<g/>
,
und	w13900
Nachmittag	w13901
von	w13902
3	w13903
<g/>
.
bis	w13905
6	w13906
Uhr	w13907
den	w13908
Meistbietenden	w13909
gegen	w13910
baarer	w13911
Bezahlung	w13912
verkauft	w13913
<g/>
.
</p>
<p id="p191">
Von	w13915
des	w13916
k	w13917
<g/>
.
k	w13919
<g/>
.
Judicii	w13921
Deleg	w13922
<g/>
.
Militar	w13924
<g/>
.
mixt	w13926
<g/>
.
im	w13928
Erzherzogthum	w13929
Oesterrich	w13930
unter	w13931
und	w13932
ob	w13933
der	w13934
Enns	w13935
wegen	w13936
<g/>
,
wird	w13938
hiemit	w13939
durch	w13940
dieses	w13941
offentliche	w13942
Edikt	w13943
denen	w13944
Johann	w13945
Enzingerischen	w13946
Befreundten	w13947
Steperisch	w13948
<g/>
=
Salzburgisch	w13950
<g/>
=
und	w13952
Nördlingerischen	w13953
Li=nie	w13954
<g/>
=
kund	w13956
und	w13957
zu	w13958
wissen	w13959
gemacht	w13960
<g/>
.
Es	w13962
habe	w13963
der	w13964
Johann	w13965
Enzinger	w13966
von	w13967
Enzing	w13968
gewest	w13969
kais	w13970
<g/>
.
kon	w13972
<g/>
.
Salniter	w13974
und	w13975
Pulverwesens	w13976
Jnspektor	w13977
in	w13978
seinen	w13979
errichtet	w13980
letzten	w13981
Willen	w13982
dd	w13983
<g/>
.
26	w13985
Febr	w13986
<g/>
.
<g/>
&
public	w13989
<g/>
.
26ten	w13991
May	w13992
1721	w13993
<g/>
.
§	w13995
<g/>
.
12tens	w13997
verordnet	w13998
<g/>
;
daß	w14000
von	w14001
</p>
<p id="p192">
dem	w14002
fünften	w14003
Theil	w14004
seines	w14005
Vermögens	w14006
heilige	w14007
Messen	w14008
gelesen	w14009
<g/>
,
der	w14011
meiste	w14012
Theil	w14013
aber	w14014
zum	w14015
Nu=tzen	w14016
<g/>
=
recht	w14018
armer	w14019
zur	w14020
Arbeit	w14021
untauglichen	w14022
Perso=nen	w14023
<g/>
=
<g/>
,
besonders	w14026
seiner	w14027
armen	w14028
Befreundten	w14029
ver=wendet	w14030
<g/>
=
werden	w14032
solle	w14033
<g/>
.
Wann	w14035
nun	w14036
aber	w14037
über	w14038
Ab=zug	w14039
<g/>
=
des	w14041
wegen	w14042
Lesung	w14043
heiliger	w14044
Messen	w14045
angeleg=ten	w14046
<g/>
=
Capitals	w14048
pr	w14049
<g/>
.
150	w14051
fl	w14052
<g/>
.
ein	w14054
Rest	w14055
von	w14056
1587	w14057
fl	w14058
<g/>
.
34	w14060
kr	w14061
<g/>
.
vorfindig	w14063
<g/>
,
und	w14065
von	w14066
denen	w14067
Johann	w14068
En=zingerischen	w14069
<g/>
=
Befreundten	w14071
dermalen	w14072
drey	w14073
Linien	w14074
<g/>
,
benanntlich	w14076
die	w14077
Steperisch	w14078
<g/>
=
Salzburgisch	w14080
<g/>
=
und	w14082
Nord=lingerische	w14083
<g/>
=
bekannt	w14085
sind	w14086
<g/>
,
einfolglich	w14088
wegen	w14089
Ver=theilung	w14090
<g/>
=
sothanen	w14092
Capitals	w14093
dieselbe	w14094
einzuberufen	w14095
<g/>
,
für	w14097
nöthig	w14098
befunden	w14099
worden	w14100
ist	w14101
<g/>
.
Als	w14103
wird	w14104
dem=nach	w14105
<g/>
=
Jhnen	w14107
Johann	w14108
Enzingerischen	w14109
Befreundten	w14110
Steperisch	w14111
<g/>
=
Salzburgisch	w14113
<g/>
=
und	w14115
Nordlingerischer	w14116
Linie	w14117
ein	w14118
solches	w14119
zu	w14120
dem	w14121
Ende	w14122
per	w14123
Edictum	w14124
ad	w14125
valvas	w14126
intimiret	w14127
<g/>
,
auf	w14129
daß	w14130
dieselbe	w14131
den	w14132
15	w14133
<g/>
.
De=cembris	w14135
<g/>
=
künftig	w14137
1773ten	w14138
Jahrs	w14139
fruhe	w14140
um	w14141
9	w14142
<g/>
.
Uhr	w14144
vor	w14145
diesem	w14146
kais	w14147
<g/>
.
kon	w14149
<g/>
.
Judicio	w14151
deleg	w14152
Mil	w14153
<g/>
.
mixto	w14155
in	w14156
der	w14157
Wallner	w14158
strasse	w14159
im	w14160
Kaiserhaus	w14161
im	w14162
1ten	w14163
Stock	w14164
<g/>
,
entweder	w14166
selbst	w14167
pe	w14168
sonlich	w14169
oder	w14170
durch	w14171
genugsam	w14172
in=struirte	w14173
<g/>
=
Bevollmächtigte	w14175
alsogewis	w14176
zu	w14177
erscheinen	w14178
<g/>
,
und	w14180
sich	w14181
behörig	w14182
zu	w14183
legitimiren	w14184
haben	w14185
<g/>
,
wie	w14187
im	w14188
widrigen	w14189
dieselbe	w14190
von	w14191
dieser	w14192
Massa	w14193
abgewiesen	w14194
<g/>
,
und	w14196
darüber	w14197
was	w14198
Rechtens	w14199
ist	w14200
<g/>
,
erkennet	w14202
wer=den	w14203
<g/>
=
würde	w14205
<g/>
.
</p>
<p id="p193">
Wir	w14207
Burgermeister	w14208
und	w14209
Rath	w14210
der	w14211
Stadt	w14212
Wien	w14213
geben	w14214
hiemit	w14215
jedermann	w14216
zu	w14217
vernehmen	w14218
<g/>
:
Es	w14220
sepe	w14221
uber	w14222
die	w14223
schon	w14224
ehedessen	w14225
angoordnete	w14226
Licitations=tagsatzung	w14227
<g/>
=
verwilliget	w14229
<g/>
,
worden	w14231
<g/>
,
den	w14233
Prinzisch=burgerl	w14234
<g/>
=
<g/>
.
Erbsenhandel	w14237
abermal	w14238
öffentlich	w14239
aus=zufeilen	w14240
<g/>
=
<g/>
,
und	w14243
an	w14244
den	w14245
Meistbietenden	w14246
zu	w14247
verkaufen	w14248
<g/>
.
Da	w14250
nun	w14251
zu	w14252
diesem	w14253
Ende	w14254
der	w14255
26	w14256
<g/>
.
Novemb	w14258
<g/>
.
dieß	w14260
Jahrs	w14261
bestimmet	w14262
ist	w14263
<g/>
;
so	w14265
haben	w14266
diejenigen	w14267
<g/>
,
welche	w14269
den	w14270
gedachten	w14271
Erbsenhandel	w14272
zu	w14273
kaufen	w14274
Willens	w14275
sind	w14276
<g/>
,
an	w14278
dem	w14279
bestimmten	w14280
Tage	w14281
<g/>
,
oder	w14283
da	w14284
wir	w14285
an=derer	w14286
<g/>
=
Verhindernissen	w14288
halber	w14289
diesen	w14290
Tag	w14291
nicht	w14292
zu	w14293
Rath	w14294
sässen	w14295
<g/>
,
den	w14297
nächst	w14298
darauffolgenden	w14299
Rathstag	w14300
fruh	w14301
um	w14302
8	w14303
Uhr	w14304
vor	w14305
uns	w14306
zu	w14307
erscheinen	w14308
<g/>
,
und	w14310
sich	w14311
durch	w14312
unserem	w14313
und	w14314
zur	w14315
Stadt	w14316
geschwornen	w14317
Raths=diener	w14318
<g/>
=
anmelden	w14320
zu	w14321
lassen	w14322
<g/>
,
folglich	w14324
der	w14325
weitern	w14326
Behandlung	w14327
abzuwarten	w14328
<g/>
.
</p>
<p id="p194">
Von	w14330
des	w14331
landesfürstl	w14332
<g/>
.
St	w14334
<g/>
.
Leopoldistifts	w14336
Klo=sterneuburg	w14337
<g/>
=
Oberkammer	w14339
wegen	w14340
<g/>
,
wird	w14342
hiemit	w14343
jedermann	w14344
zu	w14345
wissen	w14346
gemacht	w14347
<g/>
;
Es	w14349
habe	w14350
Kathari=na	w14351
<g/>
=
Koppin	w14353
<g/>
,
zu	w14355
Krizendorf	w14356
<g/>
,
bey	w14358
ihren	w14359
hohen	w14360
Al=ter	w14361
<g/>
=
<g/>
,
und	w14364
entgangenen	w14365
Kräften	w14366
für	w14367
anständiger	w14368
gefunden	w14369
sich	w14370
von	w14371
dasiger	w14372
besitzender	w14373
Landwirth=schaft	w14374
<g/>
=
zu	w14376
begeben	w14377
<g/>
,
und	w14379
gebeten	w14380
<g/>
;
ihr	w14382
dortiges	w14383
Wohnhaus	w14384
sub	w14385
Nro	w14386
<g/>
.
32	w14388
<g/>
.
worinnen	w14390
6	w14391
<g/>
.
Zinnß=zimmer	w14393
<g/>
=
<g/>
,
ein	w14396
besonders	w14397
guter	w14398
auf	w14399
etwelche	w14400
tau=send	w14401
<g/>
=
Eimer	w14403
gewölbter	w14404
Weinkeller	w14405
<g/>
,
auch	w14407
Preß	w14408
und	w14409
ein	w14410
Obstgarten	w14411
dabey	w14412
sich	w14413
befindet	w14414
<g/>
,
dann	w14416
ein	w14417
in	w14418
nämlichen	w14419
Dorf	w14420
ihr	w14421
eben	w14422
zugehöriges	w14423
Zinnß=häusel	w14424
<g/>
=
sub	w14426
Nro	w14427
<g/>
.
45	w14429
<g/>
.
auch	w14431
sammtliche	w14432
in	w14433
besten	w14434
Rieden	w14435
ganz	w14436
an	w14437
der	w14438
Nähe	w14439
herum	w14440
liegende	w14441
12	w14442
<g/>
.
</p>
<p id="p195">
Viertl	w14444
Weingarten	w14445
<g/>
,
3	w14447
<g/>
/
4	w14449
Joch	w14450
Wals	w14451
<g/>
,
nebst	w14453
Wie=sen	w14454
<g/>
=
<g/>
,
vermitteist	w14457
einer	w14458
abhaltenden	w14459
Licitation	w14460
zu	w14461
veräußern	w14462
<g/>
,
und	w14464
an	w14465
Mann	w14466
zu	w14467
bringen	w14468
<g/>
;
Wann	w14470
nun	w14471
hierinfalls	w14472
gewilliget	w14473
worden	w14474
ist	w14475
<g/>
,
als	w14477
wird	w14478
zu	w14479
solcher	w14480
Licitation	w14481
demnach	w14482
der	w14483
27	w14484
<g/>
.
Winter=monats	w14486
<g/>
=
Vormittag	w14488
um	w14489
9	w14490
Uhr	w14491
bestimmet	w14492
<g/>
.
Die	w14494
nun	w14495
Belieben	w14496
tragen	w14497
solche	w14498
Landwirthschaft	w14499
mit=sammen	w14500
<g/>
=
<g/>
=
oder	w14503
allenfalls	w14504
auch	w14505
zertheilter	w14506
an	w14507
sich	w14508
zu	w14509
bringen	w14510
<g/>
,
die	w14512
oder	w14513
dieselbe	w14514
werden	w14515
an	w14516
obbe=stimmten	w14517
<g/>
=
Tag	w14519
<g/>
,
und	w14521
Stund	w14522
auf	w14523
der	w14524
Eingangs	w14525
besagten	w14526
Stifts	w14527
Oberkammer	w14528
alsogewiß	w14529
zu	w14530
erschei=nen	w14531
<g/>
=
<g/>
,
und	w14534
sich	w14535
daselbst	w14536
anzumelden	w14537
haben	w14538
<g/>
,
wo=selbst	w14540
<g/>
=
mit	w14542
den	w14543
Meistbietenden	w14544
das	w14545
Weitere	w14546
be=handelt	w14547
<g/>
=
<g/>
,
und	w14550
geschlossen	w14551
werden	w14552
solle	w14553
<g/>
.
</p>
<p id="p196">
Von	w14555
des	w14556
löbl	w14557
<g/>
.
Stifts	w14559
und	w14560
würdigen	w14561
Gotteshaus	w14562
unser	w14563
lieben	w14564
Frauen	w14565
zum	w14566
Schotten	w14567
in	w14568
Wien	w14569
<g/>
,
Grund=gerichts	w14571
<g/>
=
wegen	w14573
<g/>
,
wird	w14575
hiemit	w14576
zu	w14577
vernehmen	w14578
ge=geben	w14579
<g/>
=
<g/>
;
Es	w14582
seye	w14583
auf	w14584
schriftliches	w14585
Anlangen	w14586
des	w14587
in	w14588
Abhandlungs	w14589
<g/>
=
und	w14591
Cridasachen	w14592
gerichtlich	w14593
ver=ordneten	w14594
<g/>
=
Mandatarii	w14596
<g/>
,
über	w14598
die	w14599
den	w14600
23	w14601
<g/>
.
April	w14603
dies	w14604
Jahrs	w14605
angesagt	w14606
gewest	w14607
jedoch	w14608
aus	w14609
Abgang	w14610
einiger	w14611
Käufer	w14612
fruchtlos	w14613
gewordene	w14614
offentliche	w14615
Feilbietung	w14616
des	w14617
Joseph	w14618
Epplischen	w14619
Verlassen=schaftshauses	w14620
<g/>
=
zur	w14622
Stadt	w14623
Eger	w14624
auf	w14625
den	w14626
Oberneu=stift	w14627
<g/>
=
sub	w14629
Nro	w14630
<g/>
.
40	w14632
sammt	w14633
darzugehörigen	w14634
Acker	w14635
<g/>
,
nunmehro	w14637
Gartengrund	w14638
eine	w14639
nochmalige	w14640
<g/>
,
und	w14642
zwar	w14643
zweyte	w14644
Licitation	w14645
<g/>
(
damit	w14647
die	w14648
angemeldte	w14649
Gläubigere	w14650
hindanngefertiget	w14651
<g/>
=
und	w14653
die	w14654
Abhand=lungssache	w14655
<g/>
=
in	w14657
eine	w14658
Richtigkeit	w14659
gebracht	w14660
werden	w14661
könnte	w14662
<g/>
)
veranlasset	w14664
<g/>
,
und	w14666
hierzu	w14667
der	w14668
20	w14669
<g/>
.
Novemb	w14671
<g/>
.
mit	w14673
Ausschliessung	w14674
deren	w14675
Weinleßferien	w14676
anzu=setzen	w14677
<g/>
=
verordnet	w14679
worden	w14680
<g/>
.
Dahero	w14682
werden	w14683
die	w14684
Lieb=habere	w14685
<g/>
=
sothanen	w14687
Hauses	w14688
und	w14689
darzn	w14690
gehörigen	w14691
Gar=tengrunds	w14692
<g/>
=
<g/>
,
besagten	w14695
Tags	w14696
fruhe	w14697
um	w14698
9	w14699
Uhr	w14700
zu	w14701
Be=handlung	w14702
<g/>
=
desselben	w14704
bey	w14705
diesseitigen	w14706
Grundbuch	w14707
zu	w14708
er=scheinen	w14709
<g/>
=
haben	w14711
<g/>
,
wo	w14713
es	w14714
dem	w14715
Meistbietenden	w14716
gegen	w14717
baarer	w14718
Bezahlung	w14719
käuflich	w14720
erlassen	w14721
werden	w14722
solle	w14723
<g/>
.
</p>
<p id="p197">
Von	w14725
der	w14726
gräfl	w14727
<g/>
.
Zinzendorsischen	w14729
Herrschaft	w14730
En=zesfeld	w14731
<g/>
=
<g/>
,
wird	w14734
hiemit	w14735
jedermänniglich	w14736
kund	w14737
<g/>
,
und	w14739
zu	w14740
wissen	w14741
gemacht	w14742
<g/>
,
welchergestalten	w14744
der	w14745
Johann	w14746
Gamp	w14747
anhero	w14748
unterthäniger	w14749
Fleischhackermeister	w14750
von	w14751
Leoberstorf	w14752
<g/>
,
wegen	w14754
überhäuften	w14755
Schuldenlast	w14756
ad	w14757
Concursum	w14758
gediehen	w14759
<g/>
,
und	w14761
dahero	w14762
man	w14763
vor	w14764
nöthig	w14765
befunden	w14766
habe	w14767
<g/>
,
sowohl	w14769
dessen	w14770
Behausung	w14771
sammt	w14772
der	w14773
darauf	w14774
haftenten	w14775
Fleischhackergerech=tigkeit	w14776
<g/>
=
<g/>
,
und	w14779
denen	w14780
dazu	w14781
gehörigen	w14782
Haus	w14783
<g/>
,
Haus=überländ	w14785
<g/>
=
<g/>
,
und	w14788
freyen	w14789
Ueberländgründen	w14790
<g/>
,
dann	w14792
denen	w14793
vorhandenen	w14794
Effekten	w14795
offentlich	w14796
auszufei=len	w14797
<g/>
=
<g/>
,
und	w14800
dessen	w14801
sämmtliche	w14802
Gläubigere	w14803
der	w14804
Ord=nung	w14805
<g/>
=
nach	w14807
einzuberuffen	w14808
<g/>
.
Wann	w14810
nun	w14811
zu	w14812
so	w14813
ein	w14814
als	w14815
anderen	w14816
Ende	w14817
der	w14818
24	w14819
<g/>
.
Novemb	w14821
<g/>
.
fruh	w14823
um	w14824
9	w14825
Uhr	w14826
ist	w14827
bestimmet	w14828
worden	w14829
<g/>
;
Als	w14831
werden	w14832
demnach	w14833
alle	w14834
und	w14835
jede	w14836
<g/>
,
welche	w14838
sothane	w14839
Behausung	w14840
sammt	w14841
Zugehör	w14842
zu	w14843
kauffen	w14844
Willens	w14845
<g/>
(
und	w14847
<g/>
,
dann	w14849
auch	w14850
jenen	w14851
welche	w14852
an	w14853
ihme	w14854
Gamp	w14855
<g/>
,
einige	w14857
Sprüch	w14858
oder	w14859
Anforderung	w14860
haben	w14861
oder	w14862
zu	w14863
haben	w14864
vermeinen	w14865
<g/>
)
</p>
<p id="p198">
an	w14867
obbestimmten	w14868
Tag	w14869
und	w14870
Stund	w14871
<g/>
,
und	w14873
zwar	w14874
die	w14875
letztere	w14876
alsogewiß	w14877
erscheinen	w14878
<g/>
,
und	w14880
ihre	w14881
in	w14882
Handen	w14883
habende	w14884
Beweise	w14885
mitbringen	w14886
<g/>
,
wie	w14888
im	w14889
widrigen	w14890
denen	w14891
sich	w14892
nicht	w14893
Anmeldenden	w14894
<g/>
,
das	w14896
ewige	w14897
Still=schweigen	w14898
<g/>
=
auferleget	w14900
werden	w14901
solle	w14902
<g/>
.
</p>
<p id="p199">
Von	w14904
der	w14905
Erzherzogl	w14906
<g/>
.
Herrschaft	w14908
Scharffenecker	w14909
Amtskanzley	w14910
Mannerstorf	w14911
wegen	w14912
<g/>
,
wird	w14914
hiemit	w14915
jedermann	w14916
kund	w14917
<g/>
,
und	w14919
zu	w14920
wissen	w14921
gemacht	w14922
<g/>
,
wel=chergestalten	w14924
<g/>
=
des	w14926
Benedikt	w14927
Holzel	w14928
<g/>
,
im	w14930
Markt	w14931
Mannerstorf	w14932
zwischen	w14933
Hrn	w14934
<g/>
.
Joseph	w14936
v	w14937
<g/>
.
Fentzel	w14939
<g/>
,
gelegener	w14941
Hofstadtbehausung	w14942
mit	w14943
dem	w14944
hierauf	w14945
radicirten	w14946
Handlungsgewerbe	w14947
<g/>
,
sammt	w14949
hiebey	w14950
be=findlichen	w14951
<g/>
=
4	w14953
Joch	w14954
Ueberländacker	w14955
<g/>
,
dann	w14957
18	w14958
Maadt	w14959
Wiesen	w14960
<g/>
,
item	w14962
1	w14963
<g/>
/
4	w14965
<g/>
,
und	w14967
1	w14968
<g/>
/
8	w14970
Ueberländweingärten	w14971
licitando	w14972
zu	w14973
verkaufen	w14974
seye	w14975
<g/>
.
Wenn	w14977
nun	w14978
zu	w14979
so=thaner	w14980
<g/>
=
Licitation	w14982
der	w14983
17	w14984
<g/>
.
Novemb	w14986
<g/>
.
Vormittag	w14988
<g/>
,
um	w14990
9	w14991
Uhr	w14992
in	w14993
der	w14994
Erzherzogl	w14995
<g/>
.
Herrschafts	w14997
Schar=fenecker	w14998
<g/>
=
Amtskanzley	w15000
Mannerstorf	w15001
<g/>
,
zur	w15003
Tagsa=tzung	w15004
<g/>
=
bestimmet	w15006
worden	w15007
ist	w15008
<g/>
.
Dahero	w15010
werden	w15011
alle	w15012
<g/>
,
und	w15014
jede	w15015
<g/>
,
welche	w15017
obbemeldt	w15018
Benedikt	w15019
Hölzlische	w15020
Behausung	w15021
<g/>
,
sammt	w15023
hiebey	w15024
befindlichen	w15025
Ueber=ländgrundstücken	w15026
<g/>
=
als	w15028
Meistbietende	w15029
käufllich	w15030
an	w15031
sich	w15032
zu	w15033
bringen	w15034
gedenken	w15035
<g/>
,
an	w15037
obbesagten	w15038
Tag	w15039
<g/>
,
Stund	w15041
<g/>
,
und	w15043
Ort	w15044
ad	w15045
Tractandum	w15046
<g/>
&
Conclu-dendum	w15048
<g/>
-
zu	w15050
erscheinen	w15051
wissen	w15052
<g/>
.
</p>
<p id="p200">
Wir	w15054
N	w15055
<g/>
.
N	w15057
<g/>
.
Superintendenten	w15059
und	w15060
Spital=meister	w15061
<g/>
=
des	w15063
Burgerspitals	w15064
in	w15065
Wien	w15066
<g/>
,
geben	w15068
hiemit	w15069
jedermann	w15070
zu	w15071
vernehmen	w15072
<g/>
;
Es	w15074
seye	w15075
über	w15076
das	w15077
von	w15078
dem	w15079
Hrn	w15080
<g/>
.
Andre	w15082
Struggl	w15083
J	w15084
<g/>
.
U	w15086
<g/>
.
D	w15088
<g/>
.
und	w15090
Gerichtsadvo=katen	w15091
<g/>
=
als	w15093
gerichtl	w15094
<g/>
.
verordneten	w15096
Curatore	w15097
ad	w15098
Actum	w15099
untern	w15100
16	w15101
<g/>
.
innlebenden	w15103
Monats	w15104
hierorts	w15105
besche=benen	w15106
<g/>
=
Anlangen	w15108
<g/>
,
da	w15110
die	w15111
Licitirung	w15112
der	w15113
Maptin	w15114
Paldausischen	w15115
Behausung	w15116
zu	w15117
Nußdorf	w15118
<g/>
,
Nro	w15120
<g/>
.
60	w15122
und	w15123
eines	w15124
1	w15125
<g/>
/
4	w15127
gewesten	w15128
Weingarten	w15129
nunmehro	w15130
Acker	w15131
in	w15132
Haubenpüchel	w15133
gewilliget	w15134
<g/>
,
und	w15136
zu	w15137
dem	w15138
Ende	w15139
eine	w15140
Licitationstagsatzung	w15141
auf	w15142
den	w15143
18	w15144
<g/>
.
Novemb	w15146
<g/>
.
angeordnet	w15148
worden	w15149
<g/>
.
Solchemnach	w15151
werden	w15152
all	w15153
<g/>
=
und	w15155
jede	w15156
<g/>
,
so	w15158
obgedacht	w15159
Paldausische	w15160
Behausung	w15161
zu	w15162
Nußdorf	w15163
<g/>
,
und	w15165
gedachten	w15166
Acker	w15167
zu	w15168
Dobling	w15169
zu	w15170
kaufen	w15171
gesinnet	w15172
sind	w15173
<g/>
,
an	w15175
obbestimmten	w15176
Tag	w15177
fruh	w15178
um	w15179
8	w15180
Uhr	w15181
in	w15182
des	w15183
Burgerspitalsgrundstube	w15184
entweder	w15185
versonlich	w15186
<g/>
,
oder	w15188
durch	w15189
genugsam	w15190
be=vollmächtigte	w15191
<g/>
=
Gewalttragere	w15193
zu	w15194
erscheinen	w15195
haben	w15196
<g/>
,
wo	w15198
sodann	w15199
mit	w15200
dem	w15201
Meistbietenden	w15202
der	w15203
Kauf	w15204
ge=schlossen	w15205
<g/>
=
<g/>
,
und	w15208
hierüber	w15209
das	w15210
Weitere	w15211
fürgekehret	w15212
werden	w15213
solle	w15214
<g/>
.
</p>
<p id="p201">
Von	w15216
der	w15217
Erzherzogl	w15218
<g/>
.
Herrschaft	w15220
Schaiffenecker	w15221
Amtskanzley	w15222
Mannerstorf	w15223
wegen	w15224
<g/>
,
wird	w15226
hiemit	w15227
jedermänniglich	w15228
kund	w15229
<g/>
,
und	w15231
zu	w15232
wissen	w15233
gemachet	w15234
<g/>
,
welchergestalten	w15236
bey	w15237
vorgekommenen	w15238
Creditorn	w15239
des	w15240
Sebastian	w15241
Hueber	w15242
<g/>
,
behausten	w15244
Unterthan	w15245
<g/>
,
und	w15247
burgerl	w15248
<g/>
.
Handelsmann	w15250
im	w15251
Markt	w15252
Mannerstorf	w15253
eine	w15254
claufulirte	w15255
Convocations	w15256
<g/>
=
und	w15258
Liquidations=tagsatzung	w15259
<g/>
=
anzuordnen	w15261
für	w15262
nöthig	w15263
befunden	w15264
<g/>
,
und	w15266
hierzu	w15267
der	w15268
2	w15269
<g/>
.
Decemb	w15271
<g/>
.
1773	w15273
<g/>
.
Vormittag	w15275
um	w15276
9	w15277
<g/>
.
</p>
<p id="p202">
Uhr	w15279
<g/>
,
in	w15281
der	w15282
Erzberzogl	w15283
<g/>
.
Herrschaft	w15285
Scharffenecker	w15286
Amtskanzley	w15287
Mannerstorf	w15288
zur	w15289
Tagsatzung	w15290
bestim=met	w15291
<g/>
=
worden	w15293
sepe	w15294
<g/>
.
Dahero	w15296
werden	w15297
alle	w15298
und	w15299
jede	w15300
<g/>
,
welche	w15302
an	w15303
besagten	w15304
Sebastian	w15305
Hueber	w15306
<g/>
,
Sprüch	w15308
und	w15309
Forderung	w15310
zu	w15311
haben	w15312
vermeinen	w15313
<g/>
,
an	w15315
besagten	w15316
Tag	w15317
und	w15318
Stund	w15319
in	w15320
der	w15321
Erzherzogl	w15322
<g/>
.
Herrschaft	w15324
Scharf=fenecker	w15325
<g/>
=
Amtskanzley	w15327
zu	w15328
Mannerstorf	w15329
<g/>
,
pro	w15331
1mo	w15332
2do	w15333
<g/>
,
<g/>
&
3tio	w15336
Termino	w15337
alsogewiß	w15338
zu	w15339
erscheinen	w15340
<g/>
,
und	w15342
ihrer	w15343
Schuldforderungen	w15344
halber	w15345
in	w15346
Handen	w15347
habende	w15348
Obligationes	w15349
<g/>
,
Satzbriefe	w15351
<g/>
,
Zeugenschaf=ten	w15353
<g/>
=
<g/>
,
allenfals	w15356
die	w15357
Zeugen	w15358
selbsten	w15359
<g/>
,
Verträg	w15361
und	w15362
andere	w15363
Briefschaften	w15364
mitzubringen	w15365
<g/>
,
sohin	w15367
ihre	w15368
Nothdurften	w15369
zu	w15370
verhandeln	w15371
<g/>
,
und	w15373
zu	w15374
liquidiren	w15375
haben	w15376
<g/>
,
wie	w15378
im	w15379
widrigen	w15380
der	w15381
ausbleibende	w15382
Theil	w15383
mit	w15384
seiner	w15385
Anforderung	w15386
nicht	w15387
mehr	w15388
gehöret	w15389
<g/>
,
son=dern	w15391
<g/>
=
durch	w15393
den	w15394
erfolgenden	w15395
Cridaabschied	w15396
von	w15397
die=ser	w15398
<g/>
=
Massa	w15400
gänzlichen	w15401
abgewiesen	w15402
<g/>
,
und	w15404
das	w15405
ewige	w15406
Stillschweigen	w15407
auferleget	w15408
werden	w15409
solle	w15410
<g/>
.
</p>
<head id="hl34">
Trebnitz	w15412
den	w15413
1	w15414
<g/>
.
September	w15416
1773	w15417
<g/>
.
</head>
<p id="p203">
Magistratus	w15419
der	w15420
fürstl	w15421
<g/>
.
Stifts	w15423
<g/>
=
Stadt	w15425
Trebnitz	w15426
in	w15427
Nieberschlesten	w15428
gelegen	w15429
<g/>
,
citirt	w15431
ad	w15432
instantiam	w15433
der	w15434
Maria	w15435
Josepha	w15436
verehlichte	w15437
Hatmin	w15438
<g/>
,
gebornen	w15440
Schunckin	w15441
<g/>
,
den	w15443
seit	w15444
etlich	w15445
und	w15446
40	w15447
Jahren	w15448
von	w15449
hier	w15450
